recency,T,frequency,monetary
165,317,12,23.549999999999997
59,63,321,6.567165109034268
365,367,142,36.54591549295775
361,373,117,27.26965811965812
37,71,25,26.376400000000004
202,256,57,5.03140350877193
129,179,70,15.295000000000002
0,218,7,43.81714285714286
0,63,15,114.33066666666667
266,337,207,7.340193236714976
371,373,368,46.79445652173913
365,367,135,20.71488888888889
182,247,119,22.138235294117646
205,239,173,6.489190751445087
0,81,22,15.681818181818182
372,373,197,131.86375634517768
0,103,9,19.855555555555554
163,170,57,6.315964912280702
0,250,17,7.5200000000000005
315,327,113,8.043008849557522
322,332,31,79.44483870967741
0,367,7,32.91428571428571
288,364,31,9.969032258064518
0,4,45,7.751111111111111
40,168,11,137.8181818181818
221,287,13,15.042307692307693
370,372,349,106.4580229226361
177,294,39,17.663076923076922
0,309,33,16.91878787878788
0,66,23,14.121739130434783
172,311,60,76.657
0,255,17,16.298235294117646
259,289,135,19.173259259259257
76,129,13,71.12307692307692
0,63,10,25.637999999999998
0,367,7,16.085714285714285
91,96,76,22.995526315789476
0,305,12,12.920833333333334
27,56,35,42.828857142857146
55,239,13,62.65384615384615
63,105,36,14.972222222222221
95,134,69,19.809565217391306
44,137,57,27.703859649122805
296,318,176,22.882727272727273
40,64,28,20.416785714285716
322,351,24,15.957500000000001
18,319,36,31.676388888888887
116,261,59,6.536271186440678
34,40,96,6.583333333333333
72,91,40,23.941499999999998
277,310,46,36.93347826086956
0,176,10,18.95
85,143,92,4.4543478260869565
0,22,15,13.966000000000001
353,369,72,30.534027777777776
0,19,3,17.4
0,159,28,13.708928571428572
190,215,55,15.174000000000001
105,317,18,14.810555555555558
364,369,165,4.089818181818182
0,252,1,85.0
308,366,206,16.43504854368932
0,11,20,18.081
0,64,9,34.775555555555556
335,360,55,15.728363636363637
273,366,5,251.0
119,170,101,15.227227722772279
0,129,93,17.155698924731183
192,288,81,32.73407407407407
0,57,23,47.39739130434783
356,365,110,73.72290909090908
34,203,14,27.75
0,57,11,19.651818181818182
0,326,28,7.184285714285714
85,86,76,16.39342105263158
314,332,139,15.894676258992806
0,247,20,15.288999999999998
231,289,30,16.718666666666667
0,74,7,20.810000000000002
186,218,60,16.7515
31,38,33,96.74363636363637
233,357,304,10.143585526315789
285,287,115,24.095130434782607
286,308,336,19.057291666666668
190,309,23,16.93913043478261
0,358,18,30.025000000000002
247,301,104,17.180673076923078
0,63,7,17.52857142857143
0,86,3,39.08
0,54,35,36.330571428571425
345,367,165,19.513757575757577
308,311,178,96.40179775280899
61,64,65,18.325076923076924
242,253,142,18.834366197183098
276,283,59,13.349152542372881
11,200,28,18.1
0,71,16,15.2225
0,204,19,18.397368421052633
98,218,39,15.273589743589742
0,92,15,27.793333333333337
357,358,110,17.125545454545456
219,246,27,23.443333333333335
0,297,21,39.1
286,310,27,20.911851851851853
136,164,118,21.975169491525424
0,50,17,18.303529411764707
0,325,12,12.994166666666667
258,274,19,20.448421052631577
79,262,43,17.23139534883721
246,318,149,19.242953020134227
257,294,26,12.793846153846154
196,276,122,19.42254098360656
251,308,148,17.43858108108108
24,36,33,18.983333333333334
141,191,18,15.113333333333335
203,253,30,40.428000000000004
62,121,28,13.743214285714286
0,351,7,24.607142857142858
0,53,20,17.5565
70,72,117,15.716666666666669
42,134,41,16.54268292682927
0,23,11,20.35
0,74,21,16.61857142857143
122,133,27,17.206296296296298
157,326,9,93.62777777777778
78,136,17,19.843529411764706
185,280,58,21.336724137931036
0,294,16,19.2125
39,148,23,26.469130434782613
0,263,31,29.74516129032258
0,179,26,14.483846153846153
0,169,9,17.65
0,35,7,10.237142857142857
288,311,45,12.634444444444444
126,144,49,17.12530612244898
350,372,45,113.62133333333334
188,267,11,51.05181818181818
0,65,5,18.119999999999997
0,360,3,34.0
91,94,160,15.170750000000002
235,246,35,21.28742857142857
118,294,39,17.293589743589745
20,238,137,23.730445255474454
345,352,20,175.784
69,70,25,17.5968
151,305,33,9.786666666666665
266,271,147,6.933809523809524
283,362,90,6.600444444444444
50,71,12,19.185
223,245,11,15.413636363636364
59,367,35,18.986857142857144
0,145,2,40.35
357,365,619,14.578626817447496
266,285,149,18.511812080536913
131,201,15,12.683333333333334
0,287,11,24.063636363636363
0,49,28,14.77107142857143
245,276,329,7.480972644376901
0,206,10,35.798
30,45,15,13.119333333333335
0,73,54,16.108703703703704
0,60,11,18.19454545454545
326,365,111,16.863153153153153
337,366,107,24.3311214953271
339,366,16,57.531875
260,264,349,20.229598853868197
0,17,13,24.650769230769228
234,254,234,17.726324786324785
173,239,41,30.88
0,213,16,19.45625
131,143,82,10.400975609756097
0,30,5,15.36
287,330,121,28.647603305785125
144,148,148,15.36581081081081
230,245,86,16.205697674418605
351,361,208,18.758701923076924
0,211,15,42.37733333333333
327,373,39,52.38666666666667
22,156,47,11.270851063829788
245,288,171,26.799064327485382
206,215,84,34.22285714285714
196,312,30,32.073
7,205,42,16.562142857142856
0,277,11,29.89090909090909
165,275,34,13.91235294117647
0,77,39,12.953333333333333
0,52,20,45.867000000000004
195,357,161,26.964037267080744
91,138,66,21.539545454545454
71,88,39,16.48205128205128
101,256,22,28.722727272727273
0,225,28,15.714285714285714
242,250,31,18.840967741935486
2,124,16,20.48125
0,60,6,17.47
80,144,15,31.177333333333333
348,366,242,9.747272727272728
365,372,250,69.14744
364,366,143,20.80832167832168
135,157,86,7.545232558139535
268,297,66,21.636666666666667
0,284,38,16.49078947368421
188,364,28,5.257142857142858
128,207,92,16.960652173913044
0,33,6,25.366666666666664
290,331,229,15.547248908296943
0,266,21,6.733809523809524
283,309,206,3.1379611650485435
264,373,6,276.625
0,284,14,11.070714285714287
364,372,32,40.894062500000004
0,305,85,4.822705882352941
301,317,478,11.670962343096235
74,106,54,13.821481481481483
365,366,210,74.33519047619048
0,19,56,4.024285714285715
35,159,4,65.0625
0,65,6,15.409999999999998
0,106,10,72.56400000000001
282,284,1088,7.493299632352941
336,360,283,21.949328621908126
0,266,8,22.95
368,372,202,30.39811881188119
354,364,111,94.27792792792793
245,274,77,17.329090909090908
0,266,7,21.792857142857144
32,96,52,7.2057692307692305
0,320,24,11.077083333333334
261,264,323,4.450681114551084
0,32,13,11.618461538461538
256,261,43,21.913023255813954
0,129,44,2.6970454545454547
233,274,42,11.89095238095238
271,373,65,16.144153846153845
0,124,12,31.258333333333336
0,32,4,11.399999999999999
67,369,150,6.1441333333333334
0,364,29,6.2844827586206895
367,371,177,5.6661016949152545
366,368,448,9.868950892857143
0,2,68,2.8157352941176472
312,322,589,85.7246349745331
0,56,13,12.211538461538462
0,324,1,76.32000000000001
350,358,214,19.050981308411213
0,12,100,4.3386000000000005
97,101,5111,12.749909998043435
0,36,21,7.016666666666667
338,354,250,12.41668
0,137,25,7.678000000000001
252,326,35,170.76542857142857
39,44,58,19.066896551724135
11,165,21,10.295714285714284
0,239,74,17.111216216216217
312,364,123,21.977479674796747
70,101,34,17.585588235294118
0,72,9,16.022222222222222
263,266,155,36.66548387096774
227,241,10,69.285
253,275,160,18.2196875
351,354,34,54.13
56,330,15,25.768666666666665
101,121,72,19.204722222222223
0,143,3,30.0
56,59,159,17.485220125786164
0,84,5,83.91600000000001
67,78,166,16.38933734939759
2,10,15,47.07533333333334
187,310,44,16.129772727272726
195,255,46,13.858695652173912
259,260,52,21.61269230769231
0,319,66,7.286515151515152
181,183,200,17.930149999999998
186,315,28,21.63
371,372,134,35.00231343283583
62,63,46,20.99739130434783
0,46,26,15.993076923076924
27,31,66,14.167424242424241
102,105,40,22.87825
0,373,22,14.173181818181819
0,133,7,16.54285714285714
170,217,11,340.2
348,357,210,19.957142857142856
207,285,5,96.67999999999999
0,233,3,52.4
0,220,28,15.950714285714286
324,359,26,25.33230769230769
158,234,49,12.67938775510204
0,239,52,25.87730769230769
0,266,6,19.791666666666668
361,371,1395,84.02156272401434
265,285,46,9.236739130434783
0,40,41,12.381951219512196
343,362,1175,3.9407234042553196
153,369,104,10.554038461538463
118,292,25,11.5744
151,239,52,47.036730769230765
10,80,29,56.26793103448276
0,275,24,5.0183333333333335
291,331,50,11.251800000000001
0,98,58,6.272241379310345
208,219,29,15.546206896551723
0,33,26,5.171538461538462
269,329,149,21.626174496644296
70,367,31,18.609677419354842
93,179,41,13.401463414634147
173,182,318,5.032264150943396
11,52,157,4.46859872611465
361,372,240,19.785500000000003
0,66,24,18.870416666666667
0,331,3,65.88333333333334
279,310,65,31.605538461538462
366,368,265,17.56256603773585
218,220,259,18.08787644787645
201,269,42,20.318809523809524
303,308,579,19.601934369602763
50,252,7,144.57142857142858
0,106,6,55.919999999999995
221,239,39,17.984615384615385
0,218,2,92.69999999999999
299,359,37,20.20108108108108
0,2,39,3.861794871794872
247,264,24,19.445833333333333
0,239,20,16.407999999999998
0,94,10,15.174000000000001
321,332,87,23.83252873563218
265,371,102,18.684705882352944
241,295,112,20.009821428571428
0,89,9,118.94222222222223
246,277,67,14.990746268656716
356,368,108,16.57148148148148
34,37,59,31.17457627118644
364,366,100,20.0498
0,42,12,14.123333333333335
0,4,7,12.848571428571429
110,358,21,30.114285714285714
296,339,193,17.78652849740933
0,177,41,16.662682926829266
171,264,60,16.518833333333333
209,320,113,8.93566371681416
240,269,66,33.55742424242424
258,284,175,19.148342857142858
281,333,40,38.68
104,288,50,18.514200000000002
221,264,115,17.80930434782609
268,317,35,41.792
35,57,147,5.130068027210885
185,260,79,39.80835443037975
291,372,15,32.724000000000004
0,373,9,17.88888888888889
0,326,8,18.35625
272,316,112,21.257589285714285
195,225,42,21.19857142857143
0,183,10,21.37
91,325,16,17.534375
357,365,141,18.360070921985816
43,263,108,15.680092592592594
135,245,75,19.654133333333334
0,278,20,6.838499999999999
0,318,8,37.8225
82,89,111,17.153603603603603
55,57,78,36.91923076923077
104,364,53,18.284150943396227
254,318,106,29.242641509433966
328,337,111,114.14396396396396
0,141,5,24.0
27,78,52,22.37403846153846
232,240,143,18.3093006993007
90,245,17,19.64529411764706
39,148,31,17.10258064516129
97,260,55,27.568
0,331,29,16.98793103448276
0,225,10,11.232
180,254,33,13.271515151515151
190,242,29,19.309310344827587
191,289,64,17.4959375
197,212,222,18.864864864864863
0,196,8,16.755
364,367,154,24.035324675324677
55,86,32,18.6015625
155,176,27,70.74111111111111
219,242,280,16.53125
190,198,9,19.625555555555554
0,213,16,26.6625
280,289,47,19.388510638297873
350,361,101,22.917326732673267
273,275,237,16.385021097046412
275,282,100,48.719300000000004
365,368,61,17.15672131147541
0,40,5,33.24
257,274,62,21.053709677419352
352,360,1637,31.476664630421503
357,365,143,27.73160839160839
0,18,3,14.4
0,117,13,49.24153846153846
0,222,17,22.555882352941175
64,135,105,17.70438095238095
34,85,33,63.4339393939394
284,373,180,16.642888888888887
350,358,117,20.10709401709402
0,242,20,15.513
290,337,87,18.524022988505745
0,106,8,15.0
221,266,101,24.565643564356435
0,64,24,21.190833333333334
126,332,31,15.412580645161292
322,333,123,12.445121951219512
123,238,36,16.807222222222222
0,242,8,22.98125
0,163,12,25.97083333333333
312,329,258,19.28387596899225
10,135,28,16.523571428571426
125,147,25,33.6084
0,67,15,27.68
341,358,162,15.754382716049383
80,96,60,7.581
259,276,90,17.943444444444445
35,196,31,18.97483870967742
0,242,14,22.108571428571427
0,218,6,22.45
273,318,128,16.92953125
188,210,21,31.836190476190477
241,368,71,12.534225352112676
0,38,6,18.16333333333333
176,297,60,17.026333333333334
0,260,18,22.753888888888888
0,10,31,4.306451612903226
0,274,18,15.718333333333334
0,164,1,51.0
116,273,47,22.95659574468085
0,215,6,15.1
24,30,9,18.18
0,365,11,15.854545454545455
1,81,33,21.24939393939394
0,43,40,5.628
68,87,55,16.58509090909091
62,94,117,18.102820512820514
0,22,37,4.094594594594595
102,211,69,53.87463768115942
267,276,521,17.711746641074857
0,319,8,19.375
0,295,4,25.125
0,358,4,19.1375
0,185,66,3.5690909090909093
70,262,11,56.095454545454544
251,295,46,7.567391304347827
0,52,56,3.619285714285714
0,26,126,4.88484126984127
125,163,59,21.14728813559322
14,23,14,14.436428571428573
0,296,7,20.342857142857145
76,109,139,12.428776978417266
362,372,186,17.273333333333333
125,190,45,23.188000000000002
362,372,284,16.347077464788732
0,218,5,13.59
369,372,348,9.999741379310345
306,371,73,6.684794520547945
210,213,87,30.034022988505747
0,149,25,22.988000000000003
355,359,182,22.26087912087912
116,247,20,73.7905
335,369,100,14.4932
0,119,8,19.59375
169,276,73,29.557945205479452
253,264,106,24.519150943396227
297,368,54,38.137962962962966
213,305,189,5.821534391534391
0,310,14,75.92857142857143
30,72,43,17.90767441860465
0,362,22,5.502272727272727
267,358,97,15.432783505154639
359,360,579,10.113246977547496
20,42,14,35.01571428571429
104,108,124,15.622983870967742
354,364,202,5.206881188118811
0,99,29,13.362758620689654
154,211,27,30.115185185185187
266,267,222,19.205585585585588
0,218,3,88.39999999999999
0,17,1,322.08
289,312,224,20.007455357142856
13,63,17,21.37294117647059
317,325,137,8.934744525547444
0,302,17,27.668235294117647
79,89,377,5.964190981432361
50,72,12,114.39999999999999
0,98,9,9.895555555555555
0,365,5,12.6
0,306,9,14.655555555555557
0,319,32,83.16375
357,365,55,42.8669090909091
254,255,51,33.58607843137255
112,316,63,25.235238095238095
314,368,93,15.270967741935484
245,246,277,3.6474729241877255
261,280,70,16.617571428571427
354,364,20,18.767500000000002
353,372,250,3.5431999999999997
139,320,40,12.08125
134,194,105,6.132380952380952
83,93,60,4.3175
0,190,22,5.451363636363637
137,142,947,3.1861457233368533
0,310,4,28.41
0,155,37,49.67351351351351
200,310,16,27.14625
113,261,180,11.683666666666666
273,339,233,8.500300429184549
107,205,6,88.27
56,302,123,8.44260162601626
343,372,72,31.561111111111114
295,312,89,6.699550561797753
275,287,43,10.725348837209303
251,355,265,6.991207547169812
208,282,7,33.47714285714286
0,46,29,18.884827586206896
233,304,42,22.04404761904762
0,257,17,11.352941176470589
277,297,10,130.95999999999998
111,365,18,17.569444444444443
0,11,13,21.465384615384615
122,287,30,21.217
220,239,137,14.765036496350364
0,281,9,15.233333333333333
0,50,14,22.994285714285716
0,38,46,3.539130434782609
341,368,140,8.324857142857143
0,67,46,23.136521739130433
0,207,30,15.446
197,372,17,20.05470588235294
147,155,120,19.860333333333337
0,25,7,19.937142857142856
70,121,6,20.633333333333333
61,373,19,28.35842105263158
0,309,29,16.392068965517243
319,361,193,10.141554404145078
252,278,190,4.254947368421053
101,189,7,50.978571428571435
136,319,10,25.121000000000002
293,313,608,3.9964309210526316
175,178,164,21.605243902439025
231,278,107,6.2921495327102805
344,362,785,7.464242038216561
351,369,295,6.6462711864406785
252,276,95,14.398736842105265
67,89,55,4.873636363636364
122,133,68,19.33544117647059
44,232,23,11.968695652173912
188,288,12,37.965833333333336
270,331,69,14.35072463768116
200,218,98,21.192755102040817
108,141,18,18.358333333333334
0,64,16,10.898125
289,290,4,67.65
173,198,17,57.32588235294117
0,108,12,20.090833333333332
329,360,197,9.359543147208122
341,361,282,14.95
366,369,971,8.761204943357363
0,37,18,20.234444444444442
50,110,213,2.7164788732394367
270,296,213,13.437136150234743
115,352,64,14.57578125
328,352,62,31.44709677419355
315,318,508,8.656102362204726
188,248,328,8.70378048780488
0,259,18,9.497222222222222
0,57,10,35.556
191,256,19,20.43421052631579
28,44,32,16.79625
299,309,71,13.417746478873239
260,319,105,13.84142857142857
0,185,5,20.65
336,364,71,50.70042253521127
337,361,111,18.056756756756755
243,248,397,6.48345088161209
50,54,355,11.196478873239437
167,317,4,163.2
0,311,56,5.165
33,44,47,16.114255319148935
185,204,10,18.622999999999998
0,151,57,2.8810526315789473
319,339,113,7.604159292035398
42,52,203,11.229014778325125
244,302,19,16.449473684210528
0,85,16,49.27375
350,357,74,30.240135135135134
108,184,69,15.6631884057971
300,304,419,11.949331742243437
265,361,127,24.40251968503937
0,110,4,358.0
73,130,33,46.374545454545455
0,1,12,18.949166666666667
0,280,29,7.519310344827586
320,324,262,10.704351145038167
192,372,227,7.223876651982379
0,372,1,35.400000000000006
350,362,123,6.989512195121952
0,3,24,7.02625
0,16,17,8.152941176470588
0,40,6,19.018333333333334
200,205,302,3.2680794701986757
29,198,98,10.54142857142857
0,50,29,5.415517241379311
0,276,19,12.49263157894737
312,331,371,4.259541778975741
0,371,3,13.25
197,213,176,7.501193181818182
28,64,158,3.5312658227848104
177,198,151,4.087086092715231
365,373,52,6.987115384615384
293,313,102,17.06470588235294
180,191,47,18.430638297872342
0,44,50,4.4394
0,305,25,15.733200000000002
0,10,7,30.565714285714286
0,274,2,330.0
372,373,2677,4.511075831154277
245,261,81,200.1172839506173
358,362,20,89.25750000000001
224,296,4,150.39
74,317,3,135.36
328,337,16,34.59
0,245,20,19.722
78,283,26,15.876153846153848
357,358,92,19.438695652173916
0,184,21,15.265714285714287
203,235,133,6.666917293233083
1,59,13,17.373076923076923
164,361,53,16.974150943396225
209,233,122,22.87926229508197
151,242,24,27.998333333333335
43,47,150,6.3684
248,298,41,24.56048780487805
0,262,8,14.32
0,266,20,17.245
232,268,28,21.780357142857145
0,50,16,27.725
309,361,172,17.351686046511627
203,227,105,20.070285714285717
0,21,7,15.78
0,58,2,48.06
187,358,31,22.380967741935486
230,298,26,31.95230769230769
118,275,30,19.903000000000002
353,354,2076,134.97399807321773
0,201,28,8.430000000000001
207,212,186,7.5408064516129025
143,211,101,6.4727722772277225
0,77,29,3.937241379310345
337,338,234,8.233547008547008
214,222,49,39.43326530612245
114,283,80,3.638125
308,326,126,6.7319047619047625
111,117,29,8.522413793103448
306,315,253,9.999723320158102
14,100,30,9.524666666666667
0,26,4,26.9875
287,316,157,4.722101910828026
13,33,98,6.492244897959184
250,310,90,20.39666666666667
0,24,14,13.946428571428571
357,368,567,16.18172839506173
90,332,166,7.58578313253012
0,280,123,3.1939837398373987
101,336,61,12.549999999999999
364,367,74,23.464864864864865
0,16,97,6.148041237113402
251,283,42,60.672380952380955
346,371,258,111.45003875968993
140,211,7,71.27857142857142
13,201,2,26.0
336,362,390,3.080794871794872
0,106,15,41.892
366,373,324,17.219444444444445
0,208,13,8.676923076923076
107,151,48,7.3968750000000005
182,212,71,29.779295774647885
185,322,68,8.699264705882353
0,264,8,21.6125
368,373,130,15.991923076923076
0,218,22,8.573181818181817
49,51,200,6.0863499999999995
0,214,8,13.641250000000001
206,238,112,19.599107142857143
305,316,327,7.725045871559633
364,365,342,9.508157894736842
0,14,22,14.462272727272728
168,180,393,3.8014249363867685
0,198,1,179.0
365,368,28,40.2275
343,358,196,25.10734693877551
45,59,136,4.4079411764705885
252,262,345,8.230782608695652
82,112,25,36.6828
355,365,338,7.876331360946745
0,24,10,16.019
306,331,71,12.21661971830986
105,148,51,6.029607843137255
247,249,235,6.731234042553191
120,126,37,17.94081081081081
0,147,28,6.443571428571429
361,371,259,4.333436293436294
0,24,47,13.948510638297874
0,274,10,26.857999999999997
0,373,71,4.415352112676056
275,276,462,4.107294372294372
165,212,45,8.444888888888888
330,339,147,18.384285714285717
351,367,202,47.455
354,358,194,31.26644329896907
349,353,17,68.50294117647059
273,316,54,24.34166666666667
363,367,60,65.038
86,283,89,16.272022471910113
361,372,59,23.73457627118644
350,366,26,42.30692307692308
172,285,69,17.684927536231886
0,249,18,18.233333333333334
339,368,89,15.907303370786517
0,43,5,77.928
0,87,30,18.771666666666665
250,295,41,15.562195121951218
324,334,235,21.320340425531914
0,15,38,19.446315789473687
0,75,19,22.13157894736842
114,259,71,20.90225352112676
228,232,102,15.940882352941177
0,297,5,17.84
276,334,11,23.263636363636365
0,263,21,14.310476190476189
0,46,6,46.38333333333333
147,176,39,6.515641025641026
358,366,135,18.321259259259257
109,127,5,38.52
354,357,1062,9.808832391713747
90,323,52,16.854230769230767
0,112,9,15.473333333333333
313,372,60,16.865
261,312,117,21.694871794871798
181,308,35,20.881714285714285
43,323,41,9.418292682926829
24,79,27,16.58074074074074
0,319,6,33.35
297,323,15,19.332666666666668
4,15,3,25.8
19,26,30,22.648
0,28,6,32.94
236,253,46,16.19695652173913
0,63,2,3.1
0,21,14,16.356428571428573
331,334,80,16.498875
0,166,6,21.908333333333335
365,366,1132,7.045485865724381
257,310,12,14.478333333333333
0,51,13,12.13076923076923
322,369,383,11.310156657963446
0,61,57,3.3217543859649123
130,292,44,19.217045454545453
0,8,12,29.439166666666665
298,313,46,11.878260869565217
0,75,11,17.580909090909092
132,172,231,11.768831168831168
328,369,254,8.209960629921259
0,369,29,5.2717241379310344
31,67,53,14.68867924528302
0,197,4,67.9625
76,277,63,17.624444444444443
179,253,48,13.704166666666666
127,192,13,20.928461538461537
152,173,29,17.492758620689656
0,366,2,24.400000000000002
14,194,70,4.591857142857143
81,91,29,38.88655172413793
364,368,120,18.50841666666667
140,336,17,125.86823529411765
343,372,42,16.60833333333333
0,53,39,4.843076923076923
222,240,67,25.676119402985073
20,30,6,17.075
111,201,108,15.273148148148149
0,267,4,15.7125
305,358,138,23.88231884057971
264,308,145,19.480620689655172
177,241,130,24.537
0,148,13,23.799999999999997
351,373,388,20.439536082474227
0,311,21,15.511904761904763
232,256,28,18.2625
193,252,143,19.83699300699301
187,211,9,52.86666666666667
196,274,126,21.746269841269843
15,134,20,32.2825
20,56,65,19.854307692307692
88,148,60,19.552
191,204,58,23.340344827586208
0,19,11,15.483636363636363
0,52,6,20.965
122,148,48,17.525
0,29,11,24.25090909090909
364,372,4,13.05
355,366,99,145.35252525252525
150,336,36,19.73
230,233,144,20.511041666666667
94,103,70,10.306428571428572
0,261,13,25.173076923076923
357,360,93,5.390107526881721
0,210,28,18.56
155,262,47,31.17702127659575
345,358,122,12.099098360655738
211,288,46,15.012826086956522
0,19,17,15.023529411764706
7,33,11,53.60909090909092
193,211,53,14.369622641509434
0,131,15,51.02133333333333
0,252,18,20.266666666666666
0,79,6,310.3333333333333
0,207,20,18.46
0,336,10,13.59
0,253,7,17.95
39,187,33,16.79939393939394
2,11,73,16.956849315068496
0,85,23,28.51086956521739
282,290,498,22.366887550200804
160,365,43,10.901627906976746
289,296,55,24.84327272727273
347,371,109,11.645045871559633
361,372,96,14.805104166666666
0,25,20,16.633000000000003
257,278,350,7.986657142857142
23,25,69,14.86144927536232
76,233,17,36.24411764705882
364,367,165,21.21878787878788
0,74,9,30.866666666666667
51,54,30,14.478333333333333
372,373,5670,25.345885361552032
229,246,27,32.14259259259259
323,359,87,14.108390804597702
186,277,12,25.623333333333335
253,324,77,16.48025974025974
38,154,45,35.781111111111116
0,212,57,17.153859649122808
171,201,78,16.872692307692308
0,50,44,17.025000000000002
0,245,10,31.005000000000003
0,32,11,20.35272727272727
165,274,127,18.605984251968504
236,240,41,30.675121951219513
0,365,17,21.384117647058822
200,282,87,21.734942528735633
0,297,10,178.471
241,275,364,22.35445054945055
73,130,34,47.70235294117647
266,296,170,34.707352941176474
0,14,3,33.63333333333333
58,130,14,20.77285714285714
196,219,63,17.491587301587302
0,19,19,19.53684210526316
0,79,20,15.5845
304,364,138,58.69195652173913
0,25,54,5.2901851851851855
0,12,77,3.8292207792207793
0,253,12,4.8741666666666665
98,245,41,11.798292682926828
232,296,59,11.786779661016949
162,171,27,8.195185185185185
349,360,312,22.579102564102566
0,270,5,25.34
173,183,192,7.6684375
0,247,13,15.862307692307693
0,96,81,7.359135802469136
0,14,36,5.08388888888889
0,49,6,77.3
0,30,37,3.988918918918919
248,316,34,46.825294117647054
8,43,155,7.083741935483871
0,128,18,6.376111111111111
118,225,32,41.0765625
0,37,17,5.290588235294117
0,57,11,25.44909090909091
269,326,72,10.984166666666667
258,330,214,8.97836448598131
0,246,8,12.765
161,180,39,5.188974358974359
159,358,83,3.5181927710843373
349,365,4,81.6
0,211,40,8.3635
241,280,60,3.866333333333334
131,178,26,21.007692307692306
71,241,74,5.606351351351352
0,47,77,6.37038961038961
251,367,115,14.276173913043479
0,147,154,7.927077922077922
350,366,1112,5.661303956834533
0,51,132,3.639242424242424
0,159,12,13.075833333333334
12,25,180,6.996833333333334
0,35,20,15.447
319,373,122,3.3200000000000003
133,176,33,7.808181818181819
0,172,20,8.501999999999999
0,33,20,6.279
329,367,31,16.006774193548388
0,266,66,3.8304545454545456
357,366,444,4.215698198198198
35,47,121,7.044545454545454
366,369,553,12.152640144665462
357,367,152,10.765986842105264
0,33,67,5.402388059701492
197,277,61,7.688524590163935
207,238,35,30.461428571428566
360,368,48,13.065208333333333
196,268,7,74.03999999999999
277,282,110,5.93809090909091
110,366,52,95.3673076923077
324,329,501,5.104151696606786
338,353,390,10.959384615384614
0,89,27,9.36037037037037
107,179,119,3.609747899159664
311,369,125,5.48592
359,368,1477,13.38293161814489
0,170,66,2.7262121212121215
0,199,5,27.186
0,31,3,179.0
342,362,444,17.19533783783784
105,257,12,61.305
329,338,201,25.32547263681592
0,269,22,15.61909090909091
303,368,94,4.053191489361702
0,273,3,40.39000000000001
46,71,76,22.86434210526316
127,150,142,9.741971830985916
0,319,28,7.418928571428572
277,281,69,10.057246376811595
28,40,114,2.6500000000000004
40,315,25,59.58
286,312,266,7.904285714285714
293,334,237,5.644388185654009
0,9,115,2.5586956521739133
368,372,403,135.32044665012407
288,359,57,17.330877192982456
0,213,5,74.16
253,291,155,20.37503225806452
0,53,42,21.275952380952383
204,282,82,21.277560975609756
210,256,104,5.320769230769231
0,179,70,15.850428571428571
0,372,1,106.2
182,275,26,37.77192307692308
177,186,54,19.322407407407407
0,105,41,17.943170731707315
0,77,27,28.63074074074074
0,172,49,17.976530612244897
361,368,440,22.14343181818182
153,365,47,19.055531914893617
345,367,33,15.296969696969697
0,256,5,17.64
0,281,15,20.462666666666667
45,67,57,20.352105263157895
118,128,145,16.69544827586207
0,308,23,16.57913043478261
0,67,30,16.023666666666667
68,283,26,17.608076923076922
353,372,108,42.565000000000005
99,203,47,29.161702127659574
0,42,11,19.944545454545455
0,4,25,9.923200000000001
0,182,3,13305.5
0,84,23,17.84695652173913
40,373,3,292.0
350,359,8,39.69125
55,86,35,20.096
85,282,67,14.828955223880596
116,134,101,22.76168316831683
251,269,100,14.2252
61,372,16,19.96875
85,227,60,21.670833333333334
0,245,28,17.319642857142856
294,318,35,28.46
343,372,84,18.660476190476192
44,54,97,36.179690721649486
271,301,197,14.012994923857867
0,18,21,16.195714285714285
187,204,45,30.06111111111111
200,215,79,19.64278481012658
0,134,1,244.8
0,245,14,19.02857142857143
0,133,21,17.086666666666666
238,288,28,16.34714285714286
183,297,82,19.924146341463413
198,206,106,20.748207547169812
169,191,15,12.279333333333334
245,270,127,90.77543307086614
0,65,16,25.408125
159,219,102,14.42156862745098
241,291,84,41.04047619047619
0,169,22,15.005
244,262,52,18.806346153846157
174,301,29,33.87655172413793
225,240,73,19.013561643835615
0,239,9,15.450000000000001
93,96,68,18.92205882352941
96,336,13,13.766153846153847
211,264,80,29.428125
0,46,26,19.182307692307692
0,225,14,18.532142857142855
304,312,217,30.324608294930872
244,248,67,17.83179104477612
126,291,91,14.584175824175825
0,240,28,22.267857142857142
0,10,20,15.0645
0,133,23,22.643478260869568
251,269,341,15.517096774193549
177,187,271,17.511771217712177
0,31,22,14.965909090909092
0,75,71,3.581408450704225
32,33,55,17.481636363636365
354,358,125,15.48856
0,45,7,57.34285714285715
359,361,710,26.254943661971833
0,357,4,39.54
173,192,29,10.49896551724138
270,339,101,8.164158415841584
0,373,27,18.064814814814813
0,320,39,4.071794871794872
0,25,5,21.312
0,331,5,257.9
227,236,110,14.764090909090909
0,322,11,12.340909090909092
0,71,23,9.745217391304347
0,260,3,13.5
300,319,93,23.73064516129032
0,367,6,14.583333333333334
203,269,16,43.092499999999994
114,268,29,21.477586206896554
161,190,62,6.487096774193549
0,70,21,14.791428571428572
154,168,19,21.653157894736843
210,212,91,52.49648351648352
331,332,212,76.53485849056604
245,365,51,20.47686274509804
0,60,19,26.28
